return,PE,industry,location,mv
9.99,32.51,化工原料,广东,          9.64亿
5.42,32.48,元器件,深圳,         18.15亿
2.44,32.48,元器件,江西,         67.01亿
1.1,32.44,汽车服务,北京,         29.76亿
1.2,32.43,影视音像,浙江,         13.18亿
1.89,32.39,汽车配件,江苏,         12.63亿
3.53,32.39,化工机械,黑龙江,         86.83亿
1.86,32.37,通信设备,湖北,         44.41亿
1.28,32.33,环境保护,天津,         28.94亿
1.22,32.3,中成药,上海,         31.87亿
1.29,32.27,专用机械,安徽,          9.43亿
2.77,32.25,铝,云南,        125.64亿
4.96,32.23,通信设备,广东,         47.35亿
1.63,32.22,化纤,山东,         64.87亿
1.12,32.22,化工原料,浙江,          5.90亿
5.78,32.21,工程机械,江苏,         55.03亿
0.98,32.17,化学制药,四川,         16.28亿
1.87,32.16,塑料,江苏,          6.72亿
1.66,32.15,商贸代理,江苏,         26.82亿
2.11,32.1,机械基件,江苏,         12.43亿
3.92,32.1,中成药,青海,         63.93亿
0.93,32.1,建筑工程,福建,         18.54亿
0.33,32.09,汽车配件,山东,          8.72亿
1.07,32.09,环境保护,重庆,         44.27亿
1.64,32.07,水运,上海,        169.09亿
0.49,32.07,机械基件,浙江,          7.03亿
5.78,32.05,元器件,广东,         49.47亿
1.54,32.03,电气设备,浙江,         22.92亿
2.2,32.03,仓储物流,天津,        112.63亿
0.75,32.02,其他商业,安徽,         38.50亿
0.85,32,供气供热,上海,        114.17亿
2.3,31.94,专用机械,四川,         11.92亿
2.12,31.94,运输设备,内蒙,        101.91亿
3.48,31.92,仓储物流,江苏,         38.03亿
-0.32,31.92,化纤,浙江,        726.45亿
0.49,31.92,生物制药,山东,         11.34亿
9.99,31.88,化工原料,河北,         31.50亿
-1.88,31.88,食品,湖南,        113.18亿
4.05,31.86,造纸,浙江,          7.30亿
0.89,31.85,汽车配件,浙江,         49.96亿
2.44,31.84,元器件,浙江,         14.52亿
2.62,31.79,软件服务,北京,         62.97亿
0.93,31.72,港口,重庆,         30.01亿
1.81,31.68,互联网,浙江,         47.97亿
2.91,31.64,焦炭加工,山西,        320.58亿
-1.46,31.64,白酒,四川,        269.54亿
1.74,31.64,电气设备,河北,          9.05亿
-0.19,31.62,机械基件,浙江,        389.39亿
0.61,31.61,环境保护,江苏,         53.84亿
3.89,31.59,IT设备,广东,        210.86亿
1.86,31.58,影视音像,广东,         11.04亿
3.49,31.58,玻璃,浙江,         16.44亿
3.23,31.56,环境保护,内蒙,         39.68亿
0.72,31.52,影视音像,北京,        295.35亿
3.29,31.51,港口,广东,         50.96亿
2.2,31.43,汽车配件,广东,         12.27亿
0.62,31.41,中成药,北京,        356.03亿
-0.29,31.41,特种钢,青海,         36.27亿
1.39,31.39,电信运营,北京,       1233.64亿
1.05,31.38,证券,安徽,        256.31亿
1.73,31.38,橡胶,浙江,         31.07亿
0.37,31.32,陶瓷,广东,         21.57亿
1.65,31.29,公路,福建,         19.14亿
2.18,31.28,房产服务,深圳,         38.14亿
1.05,31.27,环境保护,北京,         20.45亿
0.4,31.23,化工原料,山西,         15.13亿
1.82,31.22,超市连锁,山东,        146.26亿
0.86,31.21,玻璃,安徽,         13.30亿
0.61,31.21,化工原料,湖北,         28.50亿
2.55,31.18,互联网,浙江,         57.96亿
0.74,31.16,电气设备,江苏,         22.39亿
-0.19,31.15,纺织,湖南,         25.83亿
4.87,31.13,汽车配件,江苏,         32.72亿
4.75,31.12,通信设备,江苏,        280.48亿
1.29,31.08,饲料,新疆,        125.02亿
1.43,31.08,电气设备,江苏,         38.86亿
-0.11,31.07,食品,重庆,        211.33亿
1.47,31.05,电气设备,深圳,          8.73亿
4.62,30.98,元器件,广东,         62.32亿
1.72,30.92,通信设备,广西,         20.84亿
2.03,30.86,元器件,湖南,         21.13亿
0.63,30.81,环境保护,江苏,         81.48亿
1.69,30.8,中成药,湖南,         41.25亿
1.06,30.8,软件服务,广西,         62.51亿
1,30.77,造纸,福建,         46.58亿
1.09,30.75,证券,上海,        579.66亿
1.33,30.73,电气设备,福建,         10.13亿
2.42,30.73,建筑工程,福建,          8.96亿
1.38,30.72,生物制药,天津,         35.73亿
3.45,30.69,软件服务,深圳,         26.09亿
0,30.69,仓储物流,上海,         26.33亿
2.14,30.64,软件服务,广东,         55.80亿
3,30.62,医疗保健,四川,         83.25亿
2.05,30.61,软件服务,浙江,         52.17亿
1.17,30.6,机场,深圳,        195.85亿
1.28,30.59,专用机械,江苏,         20.36亿
0.9,30.58,港口,深圳,        108.37亿
-0.05,30.56,中成药,西藏,        111.54亿
1,30.55,港口,辽宁,         53.74亿
1.08,30.48,化工原料,安徽,         15.97亿
1.02,30.45,食品,内蒙,         23.96亿
2.19,30.45,电气设备,湖北,        225.66亿
2.27,30.45,互联网,北京,         14.08亿
0.45,30.39,化工原料,贵州,         22.16亿
2.41,30.38,专用机械,浙江,        179.15亿
2.99,30.31,化工原料,江苏,         20.33亿
1.23,30.31,仓储物流,上海,         27.02亿
0.96,30.29,影视音像,上海,         29.76亿
0.83,30.28,小金属,云南,         63.91亿
2.58,30.27,石油开采,天津,        530.52亿
-1.93,30.25,家居用品,广东,         47.02亿
-0.28,30.24,农药化肥,青海,         33.71亿
0.81,30.23,建筑工程,北京,         44.17亿
4.22,30.23,专用机械,辽宁,          8.61亿
5.05,30.18,专用机械,湖北,         22.67亿
2.59,30.13,元器件,广东,         24.67亿
2.53,30.12,化工原料,云南,         11.37亿
1.46,30.11,文教休闲,福建,          6.07亿
-0.95,30.11,多元金融,江西,         90.61亿
2.33,30.07,互联网,青海,         40.31亿
1.41,30.07,塑料,浙江,        237.52亿
0.94,30.06,服饰,广东,         10.23亿
-4.44,30.06,旅游服务,北京,       1681.47亿
1.52,30.04,专用机械,江苏,         15.27亿
0.61,30.03,食品,江西,         74.63亿
1.06,30.01,中成药,贵州,         62.30亿
1.21,29.99,机械基件,江西,         16.11亿
-1.15,29.97,化学制药,新疆,        121.44亿
2.97,29.97,IT设备,北京,         82.43亿
1.77,29.96,化工原料,河南,         45.42亿
1.62,29.96,软件服务,江苏,         43.05亿
1.28,29.94,医疗保健,上海,         37.13亿
2.45,29.93,塑料,江苏,         39.20亿
1.57,29.91,摩托车,浙江,         27.50亿
-0.53,29.9,白酒,四川,       4890.09亿
1.11,29.87,食品,湖南,         34.36亿
2.46,29.86,电气设备,浙江,          7.24亿
1.63,29.86,超市连锁,北京,         24.83亿
1.74,29.81,电气设备,浙江,         13.90亿
2.7,29.79,汽车配件,浙江,          8.27亿
2.26,29.75,电器仪表,江西,         45.12亿
1.43,29.74,化工原料,安徽,         26.61亿
2.03,29.73,医疗保健,广东,         16.22亿
1.6,29.73,元器件,浙江,         21.32亿
1.71,29.68,电气设备,广东,          8.46亿
0.93,29.66,家用电器,山东,         31.64亿
1.82,29.65,饲料,福建,         19.13亿
1.66,29.64,电气设备,江苏,         20.16亿
2.59,29.64,元器件,深圳,         72.84亿
1.24,29.64,建筑工程,西藏,          9.40亿
2.55,29.61,染料涂料,上海,         60.47亿
2.36,29.6,电气设备,河南,        105.15亿
1.09,29.57,环境保护,贵州,         27.46亿
1.11,29.56,农业综合,河南,         28.99亿
1.13,29.54,汽车配件,浙江,          6.77亿
0.86,29.51,汽车配件,天津,         15.36亿
1.76,29.49,化工原料,上海,         10.58亿
1.74,29.46,中成药,陕西,         11.82亿
0.88,29.43,建筑工程,江苏,          9.36亿
1.51,29.42,医疗保健,浙江,         85.05亿
1.15,29.4,服饰,山东,         33.62亿
1.74,29.4,化学制药,天津,         39.94亿
2.75,29.39,建筑工程,深圳,          8.16亿
1.39,29.38,软件服务,北京,         24.14亿
2.64,29.36,医疗保健,湖北,          9.70亿
-0.18,29.29,生物制药,北京,         55.94亿
-0.54,29.28,医疗保健,湖南,         64.73亿
3.14,29.25,电气设备,江苏,         11.33亿
2.75,29.18,元器件,贵州,        115.33亿
1.76,29.17,证券,重庆,        261.37亿
3.21,29.14,医疗保健,广东,         11.59亿
0.98,29.13,文教休闲,山东,         10.62亿
1.83,29.13,化工原料,河南,          6.07亿
5.08,29.1,元器件,湖北,         48.36亿
0.53,29.1,化工原料,贵州,         22.04亿
1.6,29.09,纺织,浙江,          5.69亿
0.39,29.07,建筑工程,深圳,         96.60亿
0.63,29.07,出版业,北京,         21.15亿
0.1,29.06,机床制造,江苏,         11.35亿
4,29.03,染料涂料,辽宁,          9.71亿
-0.64,28.98,纺织,安徽,         20.09亿
0.67,28.97,工程机械,江苏,         23.53亿
2.26,28.95,电气设备,浙江,         37.59亿
0.64,28.94,化学制药,吉林,         44.68亿
2.42,28.94,仓储物流,深圳,        614.71亿
1.75,28.93,环境保护,上海,         17.45亿
0.02,28.88,出版业,天津,         30.94亿
0.57,28.87,乳制品,北京,         46.64亿
1.07,28.86,汽车配件,天津,         29.75亿
0.92,28.83,电器仪表,北京,         17.10亿
-1.26,28.81,农药化肥,山东,         29.41亿
0.48,28.79,化工原料,江苏,         24.90亿
-1.38,28.79,汽车配件,河南,         23.65亿
2.91,28.75,医药商业,湖北,         31.74亿
-0.16,28.7,造纸,广东,        161.94亿
0.07,28.69,医疗保健,四川,        107.04亿
2.44,28.64,新型电力,福建,         33.58亿
1.53,28.62,机械基件,贵州,         77.64亿
1.2,28.6,软件服务,山东,         49.49亿
3,28.6,环境保护,上海,          6.83亿
0.87,28.59,家居用品,福建,          6.92亿
-0.47,28.56,黄金,内蒙,        156.41亿
0.76,28.54,文教休闲,北京,          9.61亿
4.94,28.54,电器仪表,河南,         37.16亿
0.36,28.54,日用化工,上海,        205.67亿
1.58,28.52,通信设备,湖北,         34.92亿
0.41,28.52,玻璃,重庆,         51.09亿
1.69,28.51,IT设备,北京,        267.34亿
1.27,28.49,化学制药,山西,         12.88亿
3.55,28.47,专用机械,江苏,         38.75亿
-0.56,28.43,机场,上海,        859.36亿
-2.94,28.42,建筑工程,浙江,         21.84亿
1.36,28.4,化工原料,四川,         33.56亿
4.85,28.39,汽车配件,浙江,         34.66亿
4.04,28.38,元器件,广东,        133.74亿
1.66,28.36,电气设备,北京,         43.75亿
-0.89,28.34,汽车配件,广西,         32.80亿
1.28,28.32,中成药,吉林,         14.46亿
1.01,28.29,电气设备,山东,         36.87亿
0.64,28.29,汽车配件,浙江,          5.99亿
1.8,28.24,文教休闲,深圳,         18.76亿
0.69,28.24,医疗保健,深圳,         24.89亿
1.81,28.21,IT设备,山东,         80.04亿
1.67,28.18,环境保护,浙江,         16.98亿
-0.25,28.17,饲料,北京,        102.10亿
2.05,28.17,环境保护,深圳,         26.72亿
1.69,28.16,造纸,广东,         30.94亿
0.51,28.15,软饮料,吉林,         18.70亿
0.75,28.1,汽车配件,江苏,         29.05亿
0.1,28.06,食品,广东,         37.77亿
4.07,28.06,专用机械,浙江,         13.31亿
0.72,28.05,电器仪表,浙江,       2594.18亿
1.3,28.05,机械基件,浙江,         30.36亿
2.12,28.05,医疗保健,上海,         21.63亿
0,28.04,生物制药,吉林,        257.30亿
1.41,28.03,影视音像,江苏,         32.14亿
0.62,28.02,机械基件,上海,         47.15亿
-0.44,28.01,化学制药,浙江,        156.89亿
0,28,区域地产,北京,         89.55亿
1.22,28,通信设备,深圳,        352.13亿
1.42,27.96,机械基件,安徽,         12.42亿
2.96,27.96,半导体,江苏,        135.48亿
0.21,27.93,农药化肥,四川,         76.05亿
0.14,27.89,铜,广东,         18.44亿
1.25,27.87,中成药,湖南,         47.52亿
2.65,27.86,IT设备,江苏,         64.64亿
0.94,27.85,环境保护,湖南,         33.31亿
-3.75,27.84,化学制药,浙江,        133.67亿
2.12,27.82,元器件,江苏,         58.95亿
1.87,27.82,电气设备,浙江,         58.05亿
-0.05,27.81,元器件,湖南,         80.50亿
1.47,27.8,特种钢,江苏,        137.26亿
3,27.77,矿物制品,湖南,         70.41亿
4.35,27.74,电器仪表,浙江,         17.41亿
0.54,27.73,食品,湖北,        246.07亿
0.78,27.73,玻璃,浙江,          6.19亿
0.36,27.7,白酒,河北,         92.12亿
3.71,27.66,专用机械,江苏,         21.71亿
6.4,27.56,元器件,广东,        194.83亿
2.86,27.56,元器件,深圳,         42.46亿
1.6,27.54,证券,浙江,        245.00亿
0.77,27.51,区域地产,安徽,         33.31亿
0.52,27.48,汽车配件,上海,         21.09亿
2.17,27.45,多元金融,陕西,        168.07亿
0.28,27.45,汽车配件,江苏,         19.58亿
0.86,27.45,矿物制品,福建,         24.20亿
1.65,27.39,专用机械,深圳,         12.77亿
1.28,27.34,纺织机械,浙江,         24.27亿
2.77,27.3,商贸代理,山东,         25.12亿
1.81,27.28,电气设备,浙江,         48.62亿
1.62,27.25,装修装饰,深圳,         29.19亿
2.88,27.24,元器件,陕西,         67.58亿
0.42,27.2,农业综合,河北,         58.05亿
1.88,27.19,运输设备,广东,         77.97亿
0.81,27.19,仓储物流,江苏,         23.74亿
2.22,27.17,纺织机械,北京,         31.33亿
0.88,27.15,百货,上海,         36.05亿
1.55,27.13,IT设备,北京,        412.06亿
4.39,27.1,化工原料,辽宁,         85.43亿
1.46,27.1,化学制药,广东,         17.43亿
0.72,27.07,纺织,福建,         33.65亿
1.12,27.04,影视音像,北京,         21.83亿
0.84,27.03,供气供热,重庆,        112.03亿
4.01,27.02,化工原料,山东,        132.01亿
0.39,27.01,机械基件,云南,         45.59亿
0.27,27.01,广告包装,贵州,         16.90亿
-0.34,26.99,元器件,江苏,         35.89亿
2.04,26.98,医疗保健,北京,        493.21亿
1.71,26.97,汽车配件,山东,         24.78亿
2.04,26.97,软件服务,江苏,         35.66亿
2.3,26.95,电气设备,深圳,         27.23亿
1.42,26.95,机械基件,浙江,         45.42亿
3.09,26.89,化工原料,四川,         24.52亿
2.67,26.86,化工原料,黑龙江,         19.41亿
3.53,26.82,仓储物流,浙江,        180.52亿
2.06,26.82,化工原料,山东,         10.92亿
1.36,26.77,铝,新疆,         37.49亿
2.38,26.72,半导体,福建,         15.65亿
2.09,26.71,通信设备,深圳,         94.56亿
-0.5,26.68,其他建材,广东,         48.01亿
1.08,26.66,化工原料,宁夏,         22.79亿
1.72,26.66,建筑工程,江苏,         41.15亿
3.55,26.65,化学制药,天津,         47.89亿
1.52,26.65,农药化肥,山东,         75.76亿
1.71,26.64,新型电力,北京,         59.39亿
0.77,26.61,装修装饰,江苏,         13.96亿
2.15,26.58,电气设备,上海,         19.25亿
0.67,26.57,化学制药,四川,        232.52亿
1.38,26.56,广告包装,上海,          9.84亿
1.71,26.56,机械基件,江苏,         12.54亿
1.24,26.55,证券,广西,        206.14亿
0.69,26.55,园区开发,北京,         49.11亿
3.96,26.5,汽车配件,浙江,         92.63亿
0.24,26.48,电气设备,深圳,         53.63亿
1.2,26.47,中成药,湖北,         25.91亿
0.97,26.46,化学制药,湖北,         20.16亿
3.52,26.46,元器件,福建,        102.57亿
-0.55,26.45,啤酒,广东,         98.49亿
0.6,26.42,多元金融,海南,         18.34亿
4.11,26.41,元器件,广东,        123.14亿
-0.04,26.4,化学制药,山东,         54.18亿
1.74,26.4,化工机械,山东,        221.52亿
1.04,26.39,化学制药,辽宁,         55.74亿
2.29,26.36,中成药,浙江,        166.29亿
6.62,26.34,影视音像,浙江,        465.02亿
1.56,26.27,服饰,北京,         25.89亿
1.48,26.27,综合类,浙江,         19.15亿
0.68,26.27,汽车配件,上海,         36.94亿
2.19,26.26,广告包装,深圳,        104.30亿
1.15,26.19,服饰,广东,         23.96亿
0.59,26.18,食品,天津,         24.00亿
1.31,26.17,专用机械,浙江,         13.34亿
0.76,26.16,化学制药,北京,        283.21亿
0,26.14,服饰,浙江,         39.82亿
2.31,26.12,电气设备,江西,         48.62亿
1.54,26.12,家居用品,上海,          7.29亿
0.6,26.11,环境保护,北京,         58.17亿
1.33,26.09,化工原料,江苏,         11.99亿
-0.19,26.09,专用机械,深圳,         63.00亿
1.47,26.06,化工原料,上海,         29.15亿
1.08,26.04,化工原料,湖南,         25.99亿
1.15,26.04,专用机械,浙江,          5.74亿
-2.85,26.02,饲料,广东,        481.58亿
2.46,26,机械基件,江苏,         27.40亿
6.53,26,电气设备,上海,        520.36亿
1.88,26,电气设备,上海,        208.11亿
5.71,25.99,互联网,江苏,         20.49亿
2.93,25.99,半导体,浙江,         12.93亿
4.21,25.98,铝,广东,        225.24亿
0.97,25.93,汽车配件,浙江,        143.71亿
7.51,25.93,互联网,福建,        133.87亿
0.76,25.89,旅游景点,广西,         18.97亿
3.12,25.87,食品,广西,         10.51亿
6.82,25.83,互联网,安徽,        334.41亿
-1.31,25.82,白酒,安徽,        456.68亿
0.7,25.8,汽车配件,江苏,         19.39亿
1.81,25.79,渔业,广西,         12.38亿
-2.29,25.79,房产服务,浙江,          7.44亿
8.3,25.75,电器仪表,浙江,         42.02亿
4.05,25.73,专用机械,江苏,         30.48亿
0.62,25.69,化工原料,新疆,        139.08亿
1.6,25.66,塑料,山东,         12.87亿
0.81,25.64,百货,上海,         24.81亿
1.7,25.63,电器仪表,河北,         14.35亿
-0.19,25.63,专用机械,浙江,         22.39亿
2.57,25.62,元器件,北京,         20.27亿
0.33,25.57,化学制药,深圳,        228.86亿
1.05,25.56,通信设备,深圳,       1151.96亿
1,25.53,染料涂料,重庆,         21.81亿
4.52,25.52,电气设备,湖南,         26.35亿
3.81,25.51,特种钢,辽宁,         59.16亿
-1.56,25.49,机械基件,广东,         34.90亿
2.08,25.44,专用机械,湖北,         28.50亿
1.61,25.41,电气设备,广东,         62.00亿
0,25.41,纺织,福建,          5.98亿
10.03,25.4,元器件,广东,         69.48亿
2.61,25.39,服饰,福建,         22.52亿
3.11,25.38,元器件,福建,        103.00亿
-1.02,25.38,服饰,浙江,         29.29亿
0.11,25.32,电气设备,浙江,         20.70亿
1.34,25.26,白酒,四川,         99.68亿
2.04,25.24,电器仪表,浙江,          9.18亿
0.34,25.22,石油开采,北京,         54.65亿
1.11,25.22,化工原料,新疆,         29.90亿
0.83,25.21,铜,云南,        172.80亿
1.6,25.21,家居用品,江苏,          9.42亿
1.46,25.2,机械基件,山东,         10.35亿
1.76,25.2,化学制药,安徽,         16.50亿
7.02,25.17,广告包装,山东,         69.06亿
0.06,25.12,电气设备,福建,         36.60亿
1.31,25.12,旅游景点,浙江,        344.27亿
0.62,25.11,医疗保健,山东,         83.44亿
0,25.1,电气设备,青海,        107.64亿
0.68,25.06,钢加工,河南,         36.82亿
0.98,25.06,供气供热,陕西,         79.85亿
2.3,25.01,专用机械,河南,         33.02亿
-0.25,25.01,黄金,福建,        759.26亿
1.48,25.01,运输设备,浙江,          6.20亿
4.19,24.99,元器件,深圳,         30.73亿
1.14,24.99,化工原料,湖北,         69.65亿
0,24.98,铜,安徽,        210.33亿
0.3,24.95,环境保护,北京,        188.19亿
2.21,24.94,其他建材,深圳,         31.34亿
4.55,24.93,元器件,深圳,        306.88亿
1.72,24.93,港口,江苏,         28.27亿
0.94,24.92,化工原料,山东,         11.30亿
1.35,24.92,专用机械,浙江,          6.03亿
4.96,24.91,专用机械,广东,          6.36亿
2,24.91,仓储物流,广东,          8.68亿
1.74,24.89,工程机械,山东,         47.63亿
1.36,24.88,电器连锁,深圳,        100.07亿
-1.95,24.84,超市连锁,湖南,         78.01亿
10.03,24.84,元器件,安徽,        231.52亿
3.02,24.84,元器件,天津,         14.38亿
1.91,24.81,影视音像,北京,        289.20亿
2.14,24.81,机械基件,江苏,         13.58亿
1,24.8,钢加工,湖南,         10.21亿
1.29,24.78,化工原料,贵州,         10.48亿
0.88,24.77,纺织,浙江,          8.08亿
1.47,24.77,化工原料,江苏,         11.57亿
0.93,24.76,服饰,浙江,         34.97亿
1.84,24.72,化工原料,广东,          8.39亿
0.16,24.72,区域地产,上海,        140.01亿
-0.69,24.72,乳制品,内蒙,       1797.97亿
1.01,24.72,汽车配件,江苏,         18.23亿
2.55,24.72,专用机械,浙江,          5.12亿
0.3,24.69,保险,湖北,        291.32亿
1.78,24.69,化工原料,广东,         23.23亿
2.88,24.69,化工原料,江西,         16.87亿
0.14,24.67,化工原料,天津,         43.04亿
4.37,24.61,仓储物流,江苏,         23.73亿
0.67,24.59,化学制药,山西,         45.45亿
0.84,24.56,塑料,江苏,         19.63亿
0.52,24.52,港口,广东,         56.14亿
0.2,24.52,新型电力,江苏,         19.59亿
2.78,24.49,乳制品,上海,        144.96亿
1.99,24.46,食品,河北,         17.39亿
1.27,24.45,其他建材,深圳,         17.66亿
0.94,24.42,医药商业,浙江,         18.24亿
0.73,24.41,食品,河南,         33.93亿
1.47,24.38,IT设备,北京,         19.63亿
3,24.36,小金属,北京,         27.33亿
0,24.33,机械基件,四川,         46.73亿
1.61,24.28,影视音像,湖北,         48.56亿
5.72,24.27,家居用品,福建,         11.70亿
0.9,24.26,化工原料,陕西,         18.26亿
0.64,24.23,百货,甘肃,          7.82亿
0.7,24.21,水力发电,四川,         30.30亿
0.32,24.2,铅锌,辽宁,         43.56亿
1.24,24.2,环境保护,安徽,         11.85亿
1.12,24.2,其他商业,云南,         23.42亿
0.39,24.17,生物制药,浙江,         92.48亿
1.61,24.17,塑料,安徽,         16.42亿
1.17,24.16,化学制药,江苏,         19.73亿
2.88,24.12,电器仪表,湖南,         14.20亿
1.03,24.11,出版业,辽宁,         32.28亿
-0.1,24.1,电气设备,江苏,         17.84亿
1.45,24.08,环境保护,广东,         38.45亿
1.73,24.06,电气设备,江苏,          9.30亿
0.32,24.02,机械基件,浙江,          7.91亿
1.21,24.02,元器件,江苏,          7.59亿
1.54,24.01,化学制药,上海,        518.42亿
3.03,24.01,元器件,广东,         22.28亿
1.99,24,矿物制品,河南,         18.86亿
3.23,23.98,机床制造,江苏,         25.83亿
4.98,23.97,铝,浙江,         24.06亿
3,23.93,互联网,四川,         22.33亿
0.87,23.87,公共交通,上海,         48.67亿
2.26,23.82,区域地产,山东,         58.76亿
2.57,23.79,普钢,辽宁,        138.67亿
-0.14,23.78,区域地产,上海,         20.74亿
0.25,23.78,电气设备,新疆,        404.40亿
0.97,23.78,生物制药,北京,         20.60亿
0.14,23.73,造纸,浙江,          8.59亿
3.77,23.72,化工原料,陕西,         38.82亿
2.99,23.71,化工原料,深圳,         38.97亿
1.1,23.67,玻璃,上海,         34.38亿
0.26,23.66,新型电力,宁夏,         19.29亿
0.71,23.65,普钢,山东,        154.35亿
1.83,23.64,中成药,云南,        532.30亿
2.55,23.63,乳制品,广东,         34.46亿
-0.49,23.62,白酒,四川,       1191.45亿
1.41,23.62,家居用品,广东,         42.56亿
0.32,23.6,多元金融,河南,         47.43亿
0.98,23.58,出版业,北京,         24.78亿
2,23.58,专用机械,江苏,         38.86亿
0.69,23.55,化学制药,浙江,         20.96亿
2.57,23.54,电气设备,河南,         15.11亿
0,23.53,机械基件,江苏,         33.97亿
1.86,23.51,专用机械,江苏,         26.33亿
3.11,23.49,水运,天津,         76.68亿
-1.33,23.48,火力发电,浙江,         71.72亿
2.38,23.45,元器件,福建,         73.59亿
1.03,23.44,其他建材,重庆,         15.81亿
-0.33,23.43,纺织机械,新疆,         68.02亿
0.52,23.43,化工原料,上海,         23.00亿
2.89,23.42,批发业,深圳,        152.31亿
2.12,23.41,家用电器,上海,        165.53亿
1.34,23.4,化学制药,广东,          9.96亿
4.06,23.4,影视音像,北京,        328.49亿
2.37,23.37,通信设备,深圳,         26.78亿
1.05,23.36,电气设备,浙江,         16.79亿
0.98,23.36,电气设备,江苏,         32.14亿
4.38,23.34,互联网,河南,         65.51亿
1.7,23.33,软件服务,浙江,         41.94亿
1.07,23.31,电气设备,福建,         39.58亿
3.04,23.3,软件服务,安徽,         39.37亿
-0.42,23.3,建筑工程,江苏,         23.64亿
1.05,23.27,机械基件,辽宁,         22.95亿
1.87,23.26,火力发电,河北,         60.02亿
6.7,23.24,元器件,深圳,         70.60亿
0.75,23.22,专用机械,江苏,         28.18亿
1.03,23.2,化工原料,浙江,        103.71亿
4.73,23.18,供气供热,辽宁,        283.73亿
1.76,23.17,造纸,山东,         24.56亿
-2.32,23.09,陶瓷,浙江,         17.36亿
1.05,23.07,家居用品,广东,          9.56亿
3.14,23.04,仓储物流,深圳,          9.52亿
3.06,23.01,运输设备,江苏,         40.63亿
3.7,23.01,机械基件,浙江,         10.83亿
2.38,23,农业综合,安徽,         52.48亿
-0.15,23,化学制药,浙江,         23.99亿
1.28,23,环境保护,北京,         14.00亿
0.15,22.98,家居用品,广东,         32.18亿
0.97,22.98,专用机械,浙江,         24.87亿
0.96,22.97,电气设备,江苏,          8.12亿
1.94,22.94,塑料,浙江,          6.93亿
4.04,22.9,互联网,浙江,        267.02亿
-0.59,22.89,农药化肥,湖南,         21.85亿
1.78,22.86,纺织,浙江,          5.14亿
3.47,22.85,纺织机械,江苏,         26.73亿
1.39,22.83,塑料,河北,         51.75亿
1.28,22.83,环境保护,福建,         11.41亿
0,22.81,火力发电,北京,        241.86亿
0.69,22.79,中成药,浙江,         15.00亿
1.61,22.79,化工原料,浙江,          8.15亿
2.55,22.78,软件服务,北京,         64.84亿
1.72,22.76,电气设备,深圳,         47.12亿
0.13,22.76,化学制药,浙江,         14.40亿
1.48,22.76,染料涂料,江苏,         12.60亿
4.39,22.76,汽车配件,浙江,        213.11亿
1.38,22.75,证券,四川,        266.14亿
1.4,22.7,水力发电,湖南,         24.05亿
0.43,22.69,电气设备,湖南,         18.08亿
3.35,22.69,化工原料,山东,         28.21亿
-0.69,22.68,家用电器,山东,        185.80亿
0.83,22.67,食品,湖南,         16.56亿
0.86,22.64,橡胶,浙江,         31.34亿
2.04,22.63,化工原料,山东,         14.01亿
1.68,22.61,全国地产,深圳,       1535.25亿
-2.4,22.61,家居用品,广东,         93.52亿
1.02,22.6,建筑工程,广东,         35.57亿
1.13,22.59,农药化肥,江苏,         17.17亿
1.22,22.56,装修装饰,深圳,         61.21亿
2.21,22.56,化工原料,江苏,          7.74亿
-1.05,22.56,石油加工,山东,         24.40亿
1.83,22.54,影视音像,深圳,         48.22亿
0.46,22.53,小金属,深圳,        180.25亿
6.21,22.52,纺织,浙江,         28.28亿
3.14,22.49,电信运营,上海,        207.33亿
5.18,22.49,食品,河南,         28.04亿
1.89,22.48,环境保护,江苏,         13.97亿
0.36,22.47,工程机械,浙江,         25.74亿
