return,PE,industry,location,mv
1,22.44,出版业,湖南,         32.21亿
1.6,22.44,生物制药,江苏,         29.54亿
1.43,22.41,软件服务,北京,         28.01亿
-0.99,22.41,汽车配件,上海,         21.00亿
0.82,22.41,公共交通,江苏,         20.75亿
0.67,22.38,供气供热,江苏,         26.00亿
0.18,22.34,饲料,深圳,         89.26亿
-0.12,22.32,旅游服务,陕西,         64.28亿
4.95,22.31,化工原料,广东,         21.68亿
-0.92,22.3,农药化肥,湖北,         45.27亿
4.9,22.3,医疗保健,福建,         36.75亿
3.96,22.27,公共交通,湖北,         26.96亿
1.44,22.26,证券,江苏,        274.80亿
2.09,22.24,家用电器,广东,         52.42亿
0.56,22.21,装修装饰,广东,          7.66亿
0.12,22.19,食品,新疆,        167.23亿
1.76,22.18,电器仪表,浙江,        334.80亿
0.25,22.17,医疗保健,浙江,         10.94亿
-0.39,22.16,水运,天津,        389.42亿
1.01,22.1,供气供热,浙江,         22.33亿
0,22.09,化工原料,浙江,         14.79亿
1.09,22.09,环境保护,山东,          8.64亿
1.82,22.08,电气设备,安徽,        120.35亿
4.42,22.04,汽车配件,安徽,         37.78亿
1.36,22.04,化工原料,河北,          8.70亿
-1.62,22.03,白酒,江苏,        380.11亿
0.49,22.02,小金属,云南,        170.72亿
5.84,22.02,装修装饰,深圳,         25.62亿
1.64,22.02,证券,北京,        137.35亿
1.07,21.99,元器件,贵州,         79.69亿
-0.3,21.99,全国地产,福建,         52.54亿
0.56,21.99,家用电器,广东,         20.53亿
1.41,21.97,摩托车,江苏,          9.15亿
-1.73,21.96,农药化肥,四川,         68.36亿
1.25,21.94,区域地产,上海,        137.74亿
9.99,21.92,电气设备,广东,         59.60亿
1.36,21.92,互联网,天津,         88.85亿
0.77,21.87,医疗保健,上海,         60.48亿
2.52,21.86,环境保护,湖北,        106.42亿
2.48,21.84,化纤,浙江,         96.48亿
0.53,21.84,酒店餐饮,上海,        212.83亿
0.43,21.84,仓储物流,山东,         10.79亿
2.09,21.82,家居用品,江苏,          6.36亿
5.55,21.81,半导体,深圳,         18.53亿
0.79,21.8,造纸,黑龙江,         22.73亿
1.08,21.79,商贸代理,上海,         47.32亿
0.75,21.77,化工原料,山东,         25.70亿
-0.92,21.77,农业综合,广东,       1333.17亿
3.75,21.76,半导体,广东,         14.80亿
1.33,21.73,铝,江苏,         30.44亿
1.7,21.71,装修装饰,深圳,          6.91亿
2.83,21.71,化工原料,上海,          7.36亿
1.22,21.7,广告包装,北京,         14.17亿
0.19,21.69,农药化肥,四川,         30.76亿
1.21,21.68,化工原料,天津,         15.50亿
1.02,21.65,服饰,浙江,         26.24亿
0.52,21.65,中成药,黑龙江,         97.57亿
1.98,21.64,建筑工程,山东,         37.00亿
1.9,21.62,专用机械,浙江,         13.18亿
-0.14,21.6,汽车配件,浙江,          6.47亿
0.34,21.57,旅游景点,吉林,         23.63亿
1.63,21.55,建筑工程,安徽,         36.21亿
-0.29,21.53,家用电器,浙江,         42.39亿
0.72,21.49,玻璃,山东,         40.01亿
2.98,21.48,汽车配件,浙江,          9.96亿
3.23,21.47,钢加工,安徽,         20.24亿
1.77,21.44,证券,北京,        316.61亿
1.57,21.43,化工原料,浙江,         68.71亿
1.69,21.41,互联网,江苏,         22.60亿
2.6,21.4,中成药,贵州,         10.44亿
-0.44,21.35,环境保护,江苏,         37.88亿
-0.09,21.34,环境保护,安徽,         59.06亿
0.55,21.3,空运,深圳,         44.55亿
1.57,21.3,环境保护,陕西,         14.91亿
2.51,21.29,矿物制品,浙江,         21.96亿
-0.5,21.24,装修装饰,深圳,         75.78亿
4.21,21.24,互联网,深圳,         28.52亿
1.41,21.24,石油开采,北京,       9342.90亿
1.48,21.23,染料涂料,浙江,         15.46亿
0.75,21.21,染料涂料,上海,          9.88亿
1.46,21.19,汽车整车,河北,        544.30亿
-0.48,21.19,家用电器,江苏,         32.00亿
0.66,21.18,纺织,山东,         19.96亿
-1.56,21.18,家居用品,浙江,        251.66亿
0.11,21.13,电气设备,浙江,         10.25亿
2.53,21.12,化工原料,湖北,         29.80亿
0.79,21.12,汽车配件,浙江,          8.19亿
-0.76,21.1,环境保护,浙江,        208.93亿
0.98,21.1,机械基件,浙江,         21.65亿
-1.33,21.08,化学制药,浙江,        473.30亿
5.39,21.07,综合类,深圳,        106.37亿
0.15,21.06,医疗保健,江苏,        173.11亿
3.5,21.06,电气设备,湖南,         22.19亿
0.44,21.06,化工原料,浙江,         39.20亿
0,21.05,专用机械,江苏,        104.03亿
1.73,21.04,其他建材,浙江,        174.71亿
1.88,21.04,家用电器,浙江,         27.36亿
-0.28,21.03,家用电器,浙江,        299.92亿
2.73,21.03,装修装饰,深圳,          7.73亿
1.75,21.01,医疗保健,上海,         33.30亿
-0.84,20.99,百货,北京,         37.16亿
2.45,20.98,电气设备,江苏,         25.16亿
4.84,20.96,互联网,浙江,         35.78亿
0.76,20.95,电气设备,浙江,         85.15亿
1.81,20.94,石油开采,陕西,         16.25亿
3.16,20.94,环境保护,上海,         22.36亿
-0.31,20.93,啤酒,北京,        158.85亿
0.17,20.92,农用机械,浙江,         25.51亿
1.08,20.92,运输设备,江苏,         25.26亿
0.65,20.9,汽车配件,贵州,         35.98亿
0.79,20.9,装修装饰,深圳,         13.41亿
1.89,20.88,机械基件,江苏,          9.60亿
1.99,20.82,环境保护,河北,         25.59亿
2.21,20.81,元器件,深圳,         17.63亿
0.73,20.77,超市连锁,四川,         89.17亿
8.37,20.74,半导体,广东,         85.02亿
-0.22,20.74,汽车整车,湖北,         91.80亿
2.16,20.74,半导体,陕西,        962.23亿
0.27,20.72,食品,湖南,         36.14亿
2.89,20.72,全国地产,海南,         65.01亿
2.65,20.7,环境保护,广东,         10.03亿
0.89,20.67,机床制造,江苏,         10.46亿
0.92,20.66,百货,北京,         54.36亿
10.04,20.66,半导体,深圳,         62.53亿
0.69,20.66,化工原料,四川,        128.05亿
0.72,20.66,其他建材,天津,         35.41亿
0.5,20.65,化工原料,江西,         25.04亿
1.65,20.6,染料涂料,上海,         28.16亿
-0.54,20.59,纺织,安徽,        111.74亿
2.27,20.55,化学制药,江苏,          7.56亿
1.65,20.53,电气设备,江苏,         45.22亿
2.51,20.53,医疗保健,广东,         28.54亿
1.05,20.52,环境保护,福建,         10.92亿
1.18,20.51,专用机械,上海,         59.90亿
3.19,20.49,电器仪表,河南,         28.14亿
1.67,20.48,电气设备,四川,        182.72亿
0.9,20.46,食品,广东,         29.04亿
1.67,20.41,铅锌,北京,         78.71亿
5.95,20.41,化学制药,重庆,         46.06亿
0.83,20.39,机械基件,山东,         16.37亿
-2.11,20.38,啤酒,山东,        361.88亿
1.05,20.38,水运,江苏,         54.68亿
1.77,20.37,互联网,浙江,        112.49亿
2.22,20.31,化学制药,北京,         28.75亿
2.09,20.29,通信设备,江苏,         38.88亿
2.43,20.27,汽车配件,浙江,         51.62亿
2.08,20.26,电气设备,山东,         98.14亿
3.8,20.25,电器仪表,浙江,         18.53亿
2.78,20.24,IT设备,深圳,         57.97亿
3.18,20.22,证券,江苏,       1407.51亿
0.87,20.21,酒店餐饮,北京,        192.06亿
1.06,20.21,食品,重庆,         10.63亿
1.78,20.2,工程机械,上海,         45.47亿
0.45,20.19,食品,广东,         37.78亿
9.99,20.19,汽车配件,江苏,         10.41亿
1.15,20.19,农业综合,新疆,         41.36亿
1.54,20.19,电器仪表,浙江,          9.05亿
0.94,20.18,铜,上海,         64.28亿
2.59,20.18,软件服务,广东,        155.36亿
1.21,20.16,化学制药,深圳,        192.65亿
1.15,20.15,纺织,江苏,         24.78亿
1.39,20.14,证券,深圳,       2288.78亿
-1.81,20.12,化学制药,广东,        177.54亿
4.54,20.11,电器仪表,深圳,         59.25亿
1.32,20.07,电气设备,广东,        106.41亿
-1.73,20.05,服饰,浙江,         18.65亿
1.65,20.05,环境保护,江苏,         10.97亿
-0.41,20.04,区域地产,上海,         32.45亿
8.11,20.03,元器件,福建,        154.71亿
-0.84,20.02,白酒,安徽,        160.24亿
2.09,20.01,元器件,湖北,         47.75亿
0.67,19.99,汽车配件,四川,         20.23亿
-1.47,19.98,饲料,四川,        815.13亿
1.5,19.98,文教休闲,上海,         47.57亿
2.51,19.95,汽车配件,江苏,          9.08亿
1.06,19.95,纺织,浙江,          9.45亿
2.11,19.93,互联网,山东,         22.99亿
1.43,19.88,化学制药,安徽,         19.90亿
1.51,19.88,仓储物流,浙江,        214.19亿
0.21,19.87,红黄酒,山东,        127.74亿
1.46,19.87,化工原料,江苏,          5.91亿
1.66,19.86,软件服务,福建,        160.14亿
0.22,19.86,医药商业,云南,         67.78亿
0.39,19.86,铜,安徽,         11.12亿
2.19,19.85,铜,江苏,          7.51亿
1.27,19.84,证券,安徽,        231.02亿
-0.13,19.84,汽车服务,重庆,         75.16亿
4.57,19.82,生物制药,河北,         32.85亿
4.44,19.75,电气设备,江苏,        135.57亿
1.03,19.74,互联网,广东,         17.17亿
1.48,19.74,影视音像,北京,        124.42亿
0.6,19.71,汽车配件,上海,        125.51亿
-0.23,19.69,铅锌,云南,        183.17亿
0,19.68,园区开发,上海,        160.04亿
0.88,19.67,供气供热,山东,         30.21亿
1.27,19.66,证券,深圳,        979.08亿
0.79,19.58,环境保护,江苏,         17.89亿
0.22,19.57,玻璃,深圳,         89.46亿
2.25,19.57,电气设备,上海,         82.68亿
1.56,19.57,钢加工,辽宁,         28.00亿
0.45,19.57,全国地产,深圳,         67.06亿
0.42,19.56,塑料,山东,         42.62亿
3.32,19.54,旅游景点,江苏,          7.48亿
1,19.52,环境保护,天津,         76.87亿
1.02,19.52,运输设备,北京,         81.84亿
0.81,19.51,公共交通,上海,         39.02亿
0.41,19.5,证券,新疆,       1113.20亿
1.61,19.5,半导体,上海,         73.91亿
0,19.45,电气设备,上海,         49.18亿
0,19.44,火力发电,广东,        117.75亿
0,19.42,橡胶,四川,         18.20亿
0.58,19.42,汽车配件,浙江,         36.22亿
0.9,19.41,生物制药,江苏,         40.45亿
1.45,19.41,通信设备,江苏,        300.26亿
0.6,19.4,家居用品,浙江,         17.57亿
0.61,19.39,综合类,黑龙江,        122.58亿
1.15,19.37,汽车配件,河南,         24.87亿
2.44,19.37,机械基件,安徽,         10.97亿
0.5,19.36,专用机械,广东,         57.31亿
0.43,19.35,农药化肥,四川,         28.34亿
-0.13,19.34,软件服务,江苏,         37.65亿
1.14,19.32,食品,云南,         26.47亿
6.22,19.32,IT设备,深圳,         14.35亿
0.59,19.31,百货,浙江,         36.39亿
3.26,19.3,电器仪表,上海,         18.89亿
0.72,19.27,生物制药,北京,        129.24亿
2.64,19.27,仓储物流,辽宁,        352.73亿
0.87,19.26,中成药,湖北,         75.17亿
1.36,19.26,通信设备,深圳,         29.88亿
0.98,19.25,其他建材,广东,         33.97亿
-0.57,19.24,汽车配件,江苏,         39.66亿
1.6,19.24,仓储物流,江苏,         46.18亿
2.31,19.23,服饰,浙江,         16.89亿
10,19.22,其他商业,深圳,         36.88亿
4.51,19.21,电气设备,深圳,         86.00亿
1.15,19.21,塑料,宁夏,         26.56亿
5.36,19.2,仓储物流,浙江,         61.35亿
-0.07,19.2,铜,江西,        316.89亿
-0.61,19.18,火力发电,广东,        178.29亿
2.23,19.15,造纸,深圳,         77.15亿
2.51,19.14,食品,河北,         29.83亿
-0.57,19.13,汽车配件,浙江,        148.38亿
1.15,19.11,化工原料,浙江,         23.16亿
0.52,19.09,园区开发,上海,        114.27亿
2.19,19.07,广告包装,深圳,        148.73亿
5.22,19.06,证券,黑龙江,        150.84亿
0.49,19.03,装修装饰,北京,         49.11亿
1.17,19.02,汽车配件,福建,         39.97亿
-0.49,19,家用电器,广东,        130.54亿
0.58,18.95,商贸代理,上海,        140.00亿
--  ,18.94,区域地产,深圳,         97.82亿
-0.07,18.94,化学制药,浙江,        123.03亿
3.36,18.94,服饰,广东,         34.25亿
1.38,18.94,证券,福建,        442.65亿
0.65,18.9,建筑工程,黑龙江,         21.77亿
0.85,18.9,家居用品,浙江,         36.01亿
0.94,18.89,化工原料,浙江,         21.17亿
2.09,18.88,仓储物流,上海,         64.37亿
3.53,18.88,元器件,广东,        111.10亿
2.8,18.88,化工原料,辽宁,         24.76亿
3.51,18.87,电气设备,上海,         26.28亿
0.44,18.87,医疗保健,山东,         18.00亿
2.25,18.87,全国地产,上海,        109.01亿
2.01,18.85,专用机械,江苏,         32.12亿
3.11,18.85,医疗保健,吉林,         43.15亿
2.54,18.8,中成药,北京,         31.53亿
1.81,18.8,仓储物流,广东,         11.90亿
0.35,18.79,水务,广西,         42.38亿
1.5,18.76,医药商业,湖北,        227.09亿
3.43,18.74,电气设备,浙江,          7.10亿
1.65,18.71,中成药,广东,         19.98亿
7.15,18.69,互联网,福建,        127.56亿
0.92,18.68,证券,湖北,        364.39亿
0.41,18.68,环境保护,广东,         51.97亿
1.11,18.68,种植业,上海,         15.72亿
0.91,18.66,装修装饰,浙江,         67.10亿
1.23,18.65,医药商业,深圳,         86.26亿
1.38,18.64,其他商业,北京,         11.90亿
0.11,18.63,影视音像,浙江,        112.28亿
-0.23,18.63,石油加工,广东,         15.98亿
1.38,18.62,食品,河南,        260.27亿
1.24,18.62,证券,上海,        477.01亿
-0.32,18.62,白酒,安徽,        321.66亿
0.17,18.62,机械基件,浙江,         21.29亿
2.68,18.61,软件服务,北京,         40.59亿
1.63,18.6,电气设备,福建,         33.97亿
0.44,18.59,电气设备,浙江,         73.21亿
0.36,18.58,专用机械,深圳,         38.47亿
1.05,18.58,汽车配件,福建,        464.09亿
0.39,18.58,路桥,吉林,         31.42亿
2.28,18.57,软件服务,上海,        177.78亿
-0.19,18.56,化学制药,北京,         22.36亿
-0.35,18.56,家居用品,江苏,         64.01亿
2.78,18.51,半导体,广东,         97.51亿
1.65,18.5,化工原料,浙江,         42.72亿
0.53,18.49,化工原料,宁夏,         69.82亿
1.29,18.49,化工原料,江苏,         23.67亿
1.44,18.48,建筑工程,上海,         61.51亿
2.66,18.46,家用电器,四川,        113.60亿
1.76,18.46,家居用品,浙江,         75.90亿
0.72,18.46,证券,上海,       1359.67亿
1.33,18.46,铁路,深圳,        171.83亿
0.94,18.43,铝,江苏,          8.19亿
2.82,18.41,铜,安徽,         69.21亿
3.06,18.41,化纤,江苏,          7.92亿
0.75,18.4,广告包装,浙江,         30.38亿
2.38,18.4,专用机械,江苏,         25.98亿
1.43,18.4,专用机械,上海,         19.99亿
0.9,18.36,百货,上海,        125.08亿
1.54,18.33,化学制药,西藏,         36.84亿
0,18.31,广告包装,福建,         47.32亿
-0.5,18.3,园区开发,北京,        180.30亿
1.34,18.29,医药商业,浙江,         25.04亿
2.38,18.28,轻工机械,湖北,         29.15亿
0.98,18.28,化工原料,山东,        125.04亿
1.09,18.28,证券,深圳,       1003.69亿
-1.05,18.25,石油加工,上海,        275.56亿
1.92,18.24,互联网,浙江,         45.18亿
1.01,18.23,区域地产,浙江,         28.88亿
-1.16,18.22,汽车整车,河南,        321.91亿
0.21,18.22,化学制药,深圳,        189.15亿
2.04,18.17,建筑工程,上海,         31.88亿
1.06,18.13,中成药,贵州,         37.85亿
0.19,18.1,家居用品,浙江,         12.03亿
1.38,18.1,专用机械,河北,         16.25亿
1.38,18.09,汽车配件,江苏,          9.15亿
1.51,18.08,供气供热,广东,         41.84亿
3,18.08,农药化肥,浙江,         11.48亿
1.53,18.07,元器件,浙江,        118.74亿
1.81,18.07,装修装饰,北京,         12.29亿
0.23,18.05,汽车整车,安徽,         30.81亿
-0.67,18.04,塑料,安徽,         44.25亿
9.96,18.04,建筑工程,浙江,          9.58亿
1.74,18.03,园区开发,湖北,         36.53亿
0.15,17.97,种植业,江苏,         27.55亿
0.57,17.96,运输设备,北京,       1608.82亿
1.09,17.96,家居用品,广西,         29.80亿
0.9,17.95,工程机械,山东,         36.61亿
1.29,17.95,文教休闲,浙江,         12.42亿
1.89,17.89,化学制药,内蒙,         33.53亿
1.07,17.88,化学制药,黑龙江,         13.55亿
0.97,17.86,乳制品,新疆,         28.02亿
1.22,17.85,影视音像,上海,        310.38亿
0.2,17.85,运输设备,江苏,         42.80亿
1.23,17.83,普钢,河北,         29.36亿
1.32,17.82,旅游景点,安徽,         25.48亿
1.53,17.81,专用机械,浙江,         10.77亿
1.64,17.81,中成药,西藏,         46.01亿
0.13,17.81,供气供热,深圳,        217.22亿
8,17.79,家用电器,深圳,        157.82亿
6.77,17.79,专用机械,广东,         27.19亿
0.41,17.78,百货,安徽,         38.02亿
2.67,17.77,建筑工程,浙江,         51.57亿
0.82,17.75,化纤,安徽,         71.26亿
1.16,17.75,汽车配件,上海,         10.33亿
2.08,17.72,家用电器,深圳,         70.57亿
1.87,17.72,汽车配件,山东,         16.43亿
3.47,17.71,化学制药,江西,         36.03亿
0.49,17.69,运输设备,浙江,         37.87亿
1.43,17.67,服饰,北京,         17.83亿
2.88,17.63,饲料,四川,        527.26亿
1.49,17.61,环境保护,江苏,         49.73亿
1.13,17.6,铜,浙江,        179.82亿
1.05,17.6,汽车配件,浙江,          9.89亿
0,17.57,纺织,深圳,         33.81亿
0.42,17.57,专用机械,山东,        100.40亿
2.08,17.57,互联网,江苏,         44.53亿
1.53,17.57,化工原料,河北,        122.04亿
1.94,17.55,证券,四川,        177.46亿
0.91,17.54,环境保护,深圳,         57.78亿
4.19,17.54,专用机械,山东,         21.81亿
1.14,17.53,纺织,浙江,         13.62亿
0.9,17.53,建筑工程,江苏,         22.69亿
1.15,17.51,水运,浙江,         36.29亿
0.91,17.49,中成药,河北,        109.95亿
0.97,17.47,铅锌,深圳,        148.08亿
0.46,17.47,化工原料,山东,         70.53亿
1.22,17.46,环境保护,河北,         35.09亿
1.05,17.45,全国地产,福建,         57.60亿
0.18,17.44,水泥,新疆,        139.64亿
0.9,17.43,中成药,天津,         76.11亿
1.73,17.42,水力发电,北京,       4142.60亿
2.22,17.41,其他建材,北京,        242.10亿
1.36,17.41,证券,上海,       1206.54亿
2.51,17.4,塑料,江苏,         25.55亿
0.16,17.37,环境保护,河南,         59.46亿
2.69,17.36,农药化肥,江苏,         57.22亿
2.18,17.35,专用机械,山东,         21.67亿
0.54,17.35,环境保护,上海,         97.63亿
1.72,17.33,新型电力,北京,         98.07亿
1.37,17.33,建筑工程,浙江,         36.21亿
1.67,17.32,超市连锁,江苏,         56.36亿
1.36,17.31,化学制药,湖北,        163.46亿
1.05,17.28,农药化肥,湖北,         25.95亿
1.36,17.28,渔业,上海,         21.95亿
-0.29,17.28,汽车配件,湖南,         17.73亿
-0.53,17.26,农药化肥,四川,         26.57亿
9.52,17.25,半导体,北京,        134.87亿
-0.76,17.25,出版业,湖南,        211.21亿
1.45,17.25,家居用品,浙江,         15.76亿
1.61,17.17,化工原料,江苏,         38.77亿
0.93,17.16,农药化肥,江苏,         57.92亿
0.31,17.15,中成药,广西,         68.33亿
0.89,17.14,中成药,上海,         47.18亿
0.24,17.14,区域地产,上海,        132.21亿
0.25,17.13,新型电力,四川,         51.05亿
2.61,17.13,火力发电,吉林,         61.56亿
-0.08,17.12,铝,河北,         18.31亿
2.06,17.12,家用电器,江苏,         87.30亿
0,17.09,中成药,黑龙江,         77.71亿
-0.22,17.09,医疗保健,浙江,         27.29亿
2.51,17.07,汽车配件,浙江,         55.69亿
2.9,17.06,电器仪表,广东,         17.57亿
0.4,17.06,水运,上海,        200.68亿
9.9,17.05,元器件,广东,        553.54亿
9.26,17.02,半导体,深圳,         58.17亿
2.73,17.01,电器仪表,重庆,         34.25亿
0.65,17,造纸,浙江,         30.18亿
1.23,17,铝,江苏,         36.78亿
1.24,17,电气设备,浙江,         10.61亿
0.38,16.99,环境保护,陕西,         69.11亿
1.13,16.99,区域地产,江苏,        845.14亿
1.05,16.98,化工机械,浙江,        118.58亿
0.1,16.98,玻璃,浙江,        350.58亿
0.64,16.97,中成药,江苏,         81.93亿
9.99,16.96,食品,福建,        119.40亿
1.4,16.96,中成药,湖南,         36.33亿
-0.19,16.96,空运,上海,        388.58亿
2.02,16.95,供气供热,新疆,         60.95亿
0,16.94,互联网,湖南,         15.70亿
0.59,16.94,其他建材,广东,         23.07亿
1.07,16.93,供气供热,广东,         15.40亿
2.18,16.91,家居用品,广东,        113.35亿
0,16.91,普钢,重庆,        152.52亿
3.05,16.9,软件服务,浙江,         57.88亿
1.21,16.89,证券,吉林,        195.43亿
1.1,16.89,供气供热,安徽,         18.49亿
1.47,16.88,互联网,福建,         46.13亿
1.2,16.87,汽车配件,四川,         10.63亿
1.99,16.83,电气设备,山东,         12.82亿
0.22,16.81,化学制药,湖北,         23.36亿
2.23,16.8,火力发电,上海,        183.09亿
1.46,16.79,园区开发,江苏,         64.13亿
1.89,16.78,铜,浙江,         66.18亿
0.44,16.77,全国地产,重庆,         36.54亿
0.33,16.77,服饰,浙江,         33.22亿
1.27,16.77,互联网,广东,         45.40亿
1.85,16.77,服饰,广东,         46.70亿
0.78,16.77,机械基件,陕西,        106.52亿
0.75,16.74,水力发电,湖南,         31.28亿
2.45,16.74,化工原料,北京,         23.68亿
5.15,16.74,环境保护,浙江,         74.63亿
0.54,16.72,百货,山东,         26.51亿
-0.73,16.68,化学制药,浙江,         28.76亿
0.68,16.67,超市连锁,上海,        143.28亿
6.18,16.66,汽车配件,上海,         19.39亿
0.72,16.65,汽车配件,山东,        269.52亿
3.07,16.64,农药化肥,深圳,         45.82亿
-0.23,16.64,食品,西藏,         34.78亿
-2.29,16.61,工程机械,陕西,         80.34亿
0.66,16.6,白酒,新疆,         66.94亿
2.64,16.58,化学制药,江苏,        100.17亿
1.25,16.58,化工原料,河南,         14.03亿
0.37,16.57,百货,上海,         32.21亿
1.74,16.57,家居用品,广东,          8.77亿
0.48,16.54,中成药,云南,         79.16亿
-0.2,16.54,仓储物流,四川,         25.42亿
1.83,16.54,环境保护,福建,         43.93亿
0,16.54,建筑工程,北京,         51.34亿
0.48,16.53,商品城,浙江,         53.19亿
1.29,16.47,专用机械,广东,         26.08亿
0.87,16.46,服饰,江苏,         31.63亿
0.2,16.44,中成药,广东,         77.55亿
-0.39,16.44,中成药,河南,         57.41亿
1.12,16.43,新型电力,深圳,         73.70亿
1.17,16.37,食品,上海,         72.67亿
0.41,16.37,化工原料,山东,         75.37亿
2.74,16.32,航空,山东,         52.30亿
0.6,16.3,多元金融,浙江,        101.56亿
1.42,16.28,化工原料,广东,         12.11亿
0.79,16.28,环境保护,天津,         10.17亿
0.71,16.26,服饰,福建,         42.27亿
1.06,16.25,钢加工,浙江,         34.22亿
3.71,16.24,商贸代理,辽宁,        226.86亿
1.11,16.23,水泥,新疆,         50.05亿
1.76,16.22,建筑工程,江苏,         28.10亿
0.88,16.18,建筑工程,重庆,         18.88亿
0.9,16.17,普钢,新疆,         51.81亿
6.08,16.16,元器件,广东,         66.79亿
0.3,16.15,园区开发,上海,        390.74亿
1.39,16.13,新型电力,北京,        792.28亿
2.07,16.12,广告包装,北京,        118.03亿
-0.34,16.1,家用电器,广东,         38.73亿
1.99,16.1,仓储物流,四川,        166.80亿
-1.47,15.99,化工原料,江苏,        102.25亿
1.31,15.99,建筑工程,河南,         20.02亿
-1.28,15.97,其他建材,浙江,         51.68亿
5.28,15.97,普钢,浙江,        174.94亿
0.95,15.96,环境保护,北京,         68.49亿
0,15.95,化工原料,浙江,        189.42亿
1.01,15.94,化学制药,黑龙江,         65.24亿
2.89,15.93,化工原料,山东,        761.00亿
2.07,15.93,服饰,河南,         39.05亿
2.72,15.93,出版业,四川,        101.84亿
1.21,15.93,空运,上海,        239.90亿
0,15.91,装修装饰,上海,         33.65亿
1.21,15.9,其他建材,河南,         28.60亿
-0.36,15.87,服饰,上海,        149.55亿
1.07,15.86,白酒,江苏,       1252.19亿
1.04,15.86,家居用品,浙江,         60.20亿
3.1,15.84,电器仪表,浙江,         78.09亿
3.94,15.82,家居用品,新疆,         72.93亿
0.39,15.81,专用机械,浙江,         57.07亿
0.84,15.72,其他商业,深圳,         24.91亿
2.19,15.72,水泥,四川,        117.49亿
1.27,15.7,食品,上海,         25.60亿
1.18,15.66,软饮料,河北,         75.72亿
1.71,15.66,建筑工程,深圳,         33.31亿
1.14,15.64,建筑工程,上海,        185.85亿
1.06,15.63,化工原料,湖北,         24.66亿
0.95,15.62,环境保护,浙江,         72.77亿
1.1,15.6,家居用品,福建,         16.31亿
1.23,15.59,酒店餐饮,广东,         20.10亿
0.94,15.57,化工原料,甘肃,         68.26亿
0.34,15.56,百货,辽宁,         24.45亿
0.68,15.56,纺织,江苏,         68.92亿
0.46,15.54,铝,山东,        214.34亿
3.34,15.53,元器件,深圳,         44.47亿
3.26,15.53,互联网,北京,         71.47亿
0.15,15.5,空运,广东,        557.26亿
0.08,15.46,家用电器,广东,         95.73亿
3.16,15.46,家用电器,浙江,         12.20亿
1.21,15.44,机械基件,山东,         20.36亿
0.7,15.44,纺织,浙江,         29.37亿
1.11,15.43,电气设备,江苏,          9.88亿
0.61,15.43,服饰,上海,         23.38亿
0.64,15.4,港口,河北,         52.24亿
1.78,15.39,医疗保健,广东,        136.16亿
-0.07,15.39,医疗保健,上海,         15.74亿
1.12,15.38,多元金融,北京,         31.85亿
2.07,15.32,中成药,天津,        231.29亿
5.52,15.32,纺织,上海,         14.56亿
1.11,15.29,证券,上海,        494.18亿
2.82,15.28,轻工机械,广东,         48.44亿
-0.79,15.28,家居用品,四川,         42.81亿
1.64,15.27,区域地产,广东,        102.19亿
-0.55,15.25,空运,上海,        531.62亿
0.11,15.2,特种钢,浙江,         76.38亿
2.29,15.16,化工原料,山东,         25.77亿
1.34,15.14,商品城,浙江,        206.30亿
2.65,15.13,电气设备,江苏,        109.50亿
-0.92,15.12,特种钢,湖北,        111.90亿
1.51,15.12,多元金融,黑龙江,        423.68亿
1.72,15.1,玻璃,江苏,         20.57亿
0.64,15.1,环境保护,北京,         62.69亿
9.39,15.1,家居用品,浙江,         12.63亿
2.8,15.08,环境保护,浙江,         40.42亿
0.84,15.05,建筑工程,上海,         37.81亿
0.5,15.05,医药商业,上海,         58.59亿
-0.17,15.02,区域地产,山东,         49.65亿
1.45,14.99,电气设备,深圳,          9.03亿
1.1,14.96,旅游景点,安徽,         47.17亿
1.57,14.95,港口,上海,       1348.71亿
