return,PE,industry,location,mv
0.87,14.93,火力发电,河南,         32.44亿
1.18,14.93,中成药,天津,         83.23亿
1.57,14.91,多元金融,广东,        258.19亿
0.94,14.89,服饰,浙江,        177.83亿
1.29,14.87,纺织,浙江,         58.80亿
0.81,14.86,电气设备,湖南,         25.65亿
3.9,14.86,机械基件,山东,         26.42亿
1.75,14.83,多元金融,北京,         36.40亿
0.34,14.82,电气设备,浙江,        467.48亿
0.82,14.81,水力发电,广西,        388.60亿
0,14.8,煤炭开采,山西,         53.05亿
1.59,14.79,港口,辽宁,        165.06亿
3.9,14.75,医药商业,深圳,        136.02亿
1.16,14.74,文教休闲,上海,         12.44亿
1.72,14.72,装修装饰,深圳,         63.31亿
1.31,14.72,钢加工,浙江,         44.23亿
1.2,14.67,建筑工程,上海,         31.59亿
1.11,14.67,钢加工,浙江,         59.01亿
0.96,14.66,百货,宁夏,         33.35亿
1.08,14.64,水务,江苏,         35.07亿
0.38,14.63,百货,福建,         46.93亿
0.15,14.62,服饰,深圳,         48.00亿
1.17,14.61,仓储物流,山东,         70.54亿
1.23,14.61,运输设备,上海,        132.27亿
2.11,14.59,汽车配件,山东,        120.16亿
1.24,14.58,中成药,山西,         44.04亿
3.16,14.57,机械基件,江苏,         22.02亿
2.6,14.54,通信设备,深圳,         28.29亿
1.3,14.51,港口,广西,         30.38亿
4.33,14.48,互联网,北京,        100.05亿
1.35,14.47,证券,广东,        841.72亿
1.31,14.46,建筑工程,吉林,         34.48亿
1.26,14.46,水力发电,广西,         33.28亿
0,14.45,商品城,浙江,         49.25亿
0.7,14.44,铁路,辽宁,         74.81亿
0.29,14.43,百货,深圳,        125.38亿
1.2,14.43,石油开采,新疆,        227.71亿
1.2,14.42,水力发电,四川,         40.10亿
2.4,14.42,家居用品,安徽,         23.24亿
0.83,14.36,区域地产,北京,         57.24亿
0.51,14.31,化学制药,江苏,         47.02亿
3.45,14.29,化工原料,浙江,        171.09亿
-0.67,14.29,空运,北京,        838.10亿
0.55,14.28,医药商业,山东,         85.10亿
2.06,14.28,化工原料,江苏,         20.13亿
1.3,14.26,建筑工程,江苏,         22.58亿
4.76,14.25,专用机械,浙江,         57.82亿
2.87,14.24,元器件,福建,         45.98亿
2.13,14.22,区域地产,上海,         57.44亿
0.17,14.22,汽车整车,广东,        713.69亿
2.32,14.21,化学制药,重庆,         87.73亿
-0.5,14.19,家用电器,广东,       3952.53亿
0.81,14.19,普钢,河南,         59.60亿
3.55,14.18,化学制药,浙江,        418.37亿
0.99,14.18,机械基件,江苏,         13.25亿
0.32,14.17,火力发电,北京,        165.39亿
0.66,14.16,食品,浙江,         55.86亿
1.13,14.15,化工原料,江苏,         29.32亿
0.74,14.1,建筑工程,江苏,         54.33亿
1.14,14.06,环境保护,福建,        104.55亿
10,14.06,医药商业,北京,         73.88亿
1.14,14.03,钢加工,山东,         10.60亿
0.19,14.02,水泥,吉林,         70.33亿
1.47,14.02,农业综合,江苏,         24.28亿
1.24,14.02,专用机械,浙江,          7.59亿
1.51,14,医药商业,黑龙江,         39.08亿
0,13.99,全国地产,广东,         28.07亿
4.1,13.98,文教休闲,广东,         46.48亿
1.17,13.96,出版业,山东,         48.59亿
2.42,13.95,摩托车,重庆,         49.01亿
2.78,13.94,化纤,浙江,         35.95亿
4.11,13.93,火力发电,河北,         52.43亿
0.32,13.93,百货,浙江,         23.33亿
-0.35,13.92,家居用品,河北,         30.04亿
10.03,13.91,电气设备,浙江,        150.10亿
0.97,13.91,港口,天津,        125.00亿
0.29,13.9,塑料,广东,        164.34亿
0.38,13.9,运输设备,北京,        194.25亿
2.15,13.89,电气设备,湖北,         77.83亿
-1.41,13.87,化工原料,安徽,        111.79亿
3.37,13.87,中成药,广西,        106.69亿
4.48,13.86,化工原料,安徽,         51.36亿
2.24,13.83,铅锌,西藏,         95.90亿
1.51,13.81,公路,四川,         18.98亿
0.4,13.78,百货,湖北,         24.91亿
0.91,13.78,水务,重庆,        264.96亿
0.36,13.77,百货,广东,         28.66亿
0.77,13.77,水务,湖北,         46.41亿
0.62,13.75,出版业,安徽,         40.92亿
1.41,13.73,建筑工程,陕西,         28.43亿
1.4,13.73,化学制药,山东,         47.78亿
0,13.72,旅游景点,云南,         33.79亿
-0.54,13.72,装修装饰,北京,         85.17亿
0.62,13.7,旅游景点,四川,         34.04亿
0.65,13.7,橡胶,江苏,         23.49亿
4.62,13.69,全国地产,深圳,       2861.12亿
9.98,13.68,农药化肥,江苏,         52.56亿
1.89,13.68,化学制药,山东,         27.96亿
0.76,13.67,普钢,山东,         31.73亿
1.68,13.67,火力发电,湖北,        275.79亿
1.27,13.67,水力发电,四川,         29.99亿
2.18,13.66,汽车配件,四川,         31.89亿
0,13.6,水运,安徽,         99.49亿
0.82,13.6,旅游服务,陕西,         18.42亿
0.09,13.58,空运,贵州,         22.52亿
1.21,13.56,广告包装,广东,         89.40亿
3.18,13.55,汽车整车,山东,        148.14亿
0.74,13.5,普钢,辽宁,         75.93亿
0.8,13.48,塑料,山东,          9.23亿
2.82,13.47,专用机械,广东,         19.66亿
0.45,13.39,区域地产,上海,         53.09亿
1.58,13.39,批发业,广东,         27.90亿
0.59,13.38,水务,广东,        131.41亿
2.59,13.38,通信设备,江苏,        254.79亿
-0.14,13.3,建筑工程,浙江,        111.21亿
3.07,13.29,橡胶,浙江,         25.19亿
1.42,13.28,玻璃,江苏,         25.21亿
1.32,13.27,水力发电,重庆,         55.51亿
1.98,13.27,百货,甘肃,         19.10亿
0.46,13.25,化学制药,山东,         69.41亿
0.68,13.24,银行,江苏,        227.38亿
1.04,13.23,服饰,广东,         34.01亿
2.77,13.23,运输设备,广东,         63.72亿
4.36,13.23,农药化肥,山东,         17.19亿
-1.07,13.22,农药化肥,江苏,        188.54亿
1.65,13.22,工程机械,江苏,         55.48亿
3.64,13.22,建筑工程,上海,         56.85亿
0.45,13.17,百货,湖南,         24.29亿
0.8,13.17,全国地产,北京,         57.62亿
-0.31,13.17,纺织,浙江,         36.89亿
0.78,13.12,多元金融,新疆,         33.58亿
-1.37,13.11,小金属,四川,        136.82亿
2.19,13.1,专用机械,浙江,         15.33亿
-0.19,13.09,化纤,江苏,         62.74亿
0.55,13.09,家居用品,广东,         45.57亿
3.51,13.08,中成药,江西,         73.07亿
2.32,13.08,中成药,广东,        476.46亿
0.95,13.07,普钢,辽宁,        255.00亿
-0.26,13.06,服饰,福建,         66.31亿
0.75,13.06,出版业,安徽,        106.42亿
2.07,13.05,工程机械,山东,         51.39亿
0.42,13.01,种植业,黑龙江,        168.70亿
1.49,13,中成药,山东,        233.91亿
0.89,12.97,塑料,广东,          9.25亿
1.05,12.96,日用化工,浙江,         35.91亿
3.24,12.95,农药化肥,山东,         72.33亿
-0.68,12.93,火力发电,上海,        267.66亿
1.05,12.88,汽车配件,上海,         29.97亿
0.17,12.87,家用电器,广东,       3767.02亿
-1.88,12.87,保险,北京,       7292.40亿
9.99,12.87,服饰,深圳,         47.22亿
0.85,12.86,煤炭开采,河北,        103.18亿
1.36,12.86,特种钢,浙江,         31.75亿
0,12.86,银行,江苏,         19.51亿
0.62,12.85,摩托车,浙江,         51.29亿
2.68,12.84,橡胶,安徽,        102.56亿
-0.25,12.83,全国地产,北京,        235.13亿
-0.18,12.79,新型电力,江苏,         21.76亿
2.15,12.79,软饮料,河北,        178.98亿
1.63,12.77,建筑工程,安徽,         23.48亿
1.75,12.76,化工原料,山东,         41.62亿
1.62,12.7,农药化肥,山东,         24.18亿
-0.38,12.68,化纤,广西,        300.63亿
1.96,12.66,建筑工程,浙江,         44.08亿
4.1,12.64,互联网,浙江,         69.20亿
-0.44,12.63,机场,福建,         66.98亿
1.71,12.56,化学制药,浙江,        114.56亿
0.81,12.55,港口,浙江,        477.44亿
2.29,12.54,电气设备,安徽,         51.49亿
1.97,12.52,农药化肥,安徽,         32.55亿
-0.17,12.52,火力发电,北京,        630.17亿
-1.71,12.49,区域地产,浙江,        124.60亿
0.78,12.47,汽车配件,吉林,         59.24亿
0.42,12.47,中成药,江西,         63.47亿
0.84,12.45,火力发电,江西,         46.73亿
1.05,12.42,港口,山东,         88.58亿
3.39,12.41,农药化肥,山东,        142.90亿
2.8,12.39,汽车配件,山东,        624.02亿
0.9,12.38,火力发电,山西,         38.75亿
2.19,12.33,铜,青海,        133.45亿
0.83,12.32,服饰,浙江,         39.44亿
1.15,12.32,汽车配件,广东,         29.96亿
0.82,12.31,出版业,江苏,        186.80亿
2.62,12.3,服饰,浙江,         11.97亿
1.45,12.27,钢加工,安徽,         42.14亿
0.74,12.26,旅游服务,北京,         89.03亿
2.21,12.26,仓储物流,北京,         11.43亿
-0.51,12.25,水力发电,四川,        429.65亿
1.28,12.24,塑料,浙江,         43.33亿
1.04,12.23,公路,山西,         18.16亿
1.39,12.23,农药化肥,湖北,         94.18亿
1.96,12.23,化纤,江苏,        166.13亿
0.25,12.22,水务,广东,        102.14亿
1.49,12.21,建筑工程,江苏,         47.06亿
-1.23,12.19,元器件,河北,        156.63亿
0.59,12.18,建筑工程,浙江,         32.91亿
0.83,12.17,汽车配件,山东,         35.15亿
1.35,12.17,专用机械,江苏,         13.73亿
0.86,12.16,化工原料,浙江,         65.11亿
2.1,12.15,水力发电,云南,        391.05亿
1.16,12.12,化工原料,山西,         15.54亿
0.63,12.1,化学制药,吉林,        183.75亿
0.49,12.09,火力发电,广东,        104.97亿
0.69,12.08,建筑工程,甘肃,         17.93亿
1.52,12.08,装修装饰,深圳,         18.22亿
1.62,12.07,房产服务,云南,         78.74亿
-0.54,12.07,造纸,山东,        237.25亿
1.21,12.06,水力发电,贵州,         45.93亿
0,12.05,化纤,浙江,         33.13亿
2.44,12.05,医药商业,广西,         87.04亿
1.6,12.03,矿物制品,甘肃,        309.91亿
0.85,11.99,水务,江西,         46.98亿
1.86,11.99,农药化肥,安徽,         66.26亿
1.97,11.97,工程机械,北京,        128.71亿
0.69,11.97,汽车配件,上海,        786.29亿
1.28,11.96,服饰,广东,         20.10亿
-0.65,11.94,专用机械,浙江,         20.98亿
0.69,11.93,食品,西藏,        134.94亿
1.79,11.9,路桥,天津,         47.33亿
1.34,11.88,区域地产,深圳,         71.46亿
1.32,11.88,轻工机械,浙江,        108.45亿
-0.09,11.88,路桥,江苏,        425.19亿
1.47,11.86,造纸,浙江,          7.34亿
0.29,11.84,矿物制品,山东,         32.93亿
3.19,11.83,互联网,山西,         79.91亿
0.53,11.81,汽车配件,天津,         58.49亿
3.56,11.8,半导体,浙江,         95.11亿
0.34,11.76,路桥,重庆,         36.13亿
-1.49,11.73,家居用品,江苏,         71.35亿
2.2,11.71,医药商业,北京,         39.42亿
3.58,11.7,化工原料,福建,         39.09亿
2.5,11.7,化工原料,浙江,        145.05亿
1.28,11.68,化工原料,辽宁,         37.52亿
1.06,11.66,房产服务,四川,         37.11亿
0.14,11.64,银行,陕西,         31.20亿
0.96,11.64,食品,上海,         21.59亿
0.95,11.63,汽车配件,河南,         22.12亿
0.3,11.62,焦炭加工,云南,         32.87亿
0,11.61,建筑工程,北京,        105.11亿
0.22,11.61,银行,江苏,         97.96亿
1.35,11.61,家用电器,山东,       1152.59亿
0.37,11.6,火力发电,内蒙,        156.25亿
1.29,11.57,化学制药,上海,         49.66亿
1.09,11.56,家用电器,广东,         58.29亿
0.93,11.55,医药商业,江苏,         39.04亿
2.9,11.54,钢加工,安徽,         36.69亿
1.15,11.54,化纤,辽宁,        690.16亿
1.55,11.53,化学制药,江苏,         36.25亿
0.97,11.53,建筑工程,江苏,        347.04亿
0.69,11.52,普钢,安徽,        174.26亿
1.92,11.51,农药化肥,山东,        291.78亿
0.78,11.48,普钢,河北,        272.85亿
0.57,11.47,水力发电,福建,         26.45亿
3.57,11.45,农药化肥,江苏,         27.16亿
2.38,11.39,港口,山东,         31.31亿
1.65,11.39,饲料,辽宁,         97.58亿
-0.49,11.37,煤炭开采,山西,        120.93亿
1.99,11.37,化工原料,江苏,         36.86亿
1.3,11.36,房产服务,湖北,         18.90亿
0.76,11.36,服饰,深圳,         14.56亿
4.26,11.36,电气设备,山东,         33.24亿
1.79,11.35,化学制药,浙江,         60.09亿
1.62,11.33,化纤,浙江,         19.88亿
0,11.31,路桥,广东,        104.09亿
1.77,11.29,火力发电,安徽,         82.36亿
2.46,11.29,农药化肥,山东,         13.43亿
-0.96,11.28,纺织,山东,         54.35亿
2.23,11.25,焦炭加工,山西,         23.06亿
0.5,11.25,多元金融,江苏,        110.32亿
2.14,11.25,仓储物流,北京,         57.99亿
-1.23,11.24,多元金融,贵州,        223.32亿
0.88,11.24,环境保护,广西,         26.00亿
0,11.23,普钢,北京,        177.00亿
1.02,11.22,区域地产,天津,         32.73亿
1.25,11.22,医药商业,上海,        344.01亿
0.32,11.21,区域地产,湖北,         59.72亿
1.45,11.21,医药商业,重庆,         48.44亿
1.97,11.16,建筑工程,深圳,         23.74亿
0.44,11.15,中成药,深圳,        292.64亿
0.4,11.14,煤炭开采,甘肃,         56.87亿
1.13,11.14,保险,北京,        402.19亿
0.45,11.13,供气供热,湖北,         94.80亿
2.86,11.11,广告包装,北京,        100.71亿
1.39,11.08,商贸代理,江苏,         25.47亿
0.57,11.07,保险,上海,       2345.57亿
3.2,11.04,区域地产,上海,        101.05亿
1.05,11.03,工程机械,湖南,         49.54亿
0.44,10.99,水务,四川,        136.77亿
1.16,10.99,工程机械,安徽,         70.91亿
5.58,10.96,软件服务,河南,         87.95亿
0.22,10.95,银行,江苏,         30.03亿
-0.06,10.94,全国地产,广东,       1871.99亿
0.77,10.94,电气设备,新疆,        243.29亿
1.63,10.94,汽车配件,河南,         28.01亿
0.88,10.94,火力发电,辽宁,        449.99亿
-2.02,10.91,银行,浙江,       1556.05亿
0.78,10.91,火力发电,浙江,        527.71亿
0.77,10.91,多元金融,上海,        131.36亿
1.44,10.89,水运,山东,         48.73亿
0.89,10.88,全国地产,重庆,         80.30亿
4.9,10.88,汽车配件,江苏,         18.43亿
-0.27,10.86,火力发电,山东,        258.14亿
1.28,10.85,水泥,西藏,         61.79亿
0.7,10.79,普钢,上海,       1266.39亿
1.45,10.78,火力发电,福建,        141.22亿
-0.95,10.75,工程机械,北京,       1311.47亿
2.36,10.73,专用机械,广东,         15.45亿
1.5,10.72,医药商业,新疆,         58.45亿
2.69,10.71,中成药,湖北,        186.45亿
3.22,10.69,通信设备,湖北,        130.77亿
-0.32,10.68,工程机械,湖南,        400.10亿
0.41,10.68,火力发电,江苏,        105.34亿
2.53,10.68,塑料,上海,         22.04亿
1.13,10.67,化学制药,北京,        130.72亿
0.66,10.66,火力发电,深圳,        243.42亿
1.39,10.66,食品,山东,         47.14亿
1.02,10.65,综合类,内蒙,        105.62亿
1.35,10.64,区域地产,广东,         18.94亿
1.42,10.63,医药商业,北京,        137.25亿
1.9,10.63,建筑工程,贵州,         23.34亿
1.46,10.6,石油开采,山东,         84.27亿
2.33,10.56,互联网,浙江,         42.68亿
0.37,10.55,建筑工程,北京,        489.16亿
0.26,10.54,区域地产,福建,        310.60亿
0.86,10.52,纺织,河南,         28.63亿
0.93,10.52,百货,湖南,         45.17亿
1.19,10.52,银行,山东,         33.06亿
1.84,10.52,化工原料,河北,         24.08亿
0.4,10.51,石油加工,北京,       4787.44亿
-0.27,10.5,区域地产,吉林,         85.16亿
0.89,10.49,银行,江苏,         49.08亿
0.62,10.46,建筑工程,四川,        112.35亿
0.64,10.41,汽车配件,吉林,         83.24亿
1.86,10.41,纺织,上海,         42.69亿
0.23,10.41,水力发电,北京,        601.24亿
0.67,10.37,路桥,黑龙江,         39.34亿
1.42,10.34,其他建材,北京,         28.96亿
0.75,10.27,公共交通,上海,         62.69亿
0.43,10.26,玻璃,湖南,        125.40亿
2.81,10.25,广告包装,上海,         55.51亿
3.62,10.23,汽车配件,浙江,         79.46亿
0.64,10.23,纺织,浙江,         57.85亿
0.81,10.21,商贸代理,福建,        248.36亿
2.64,10.21,全国地产,浙江,        334.47亿
2.82,10.2,出版业,江西,        173.18亿
--  ,10.17,建筑工程,山东,         50.96亿
0.28,10.17,出版业,河南,         46.97亿
3.42,10.17,电气设备,黑龙江,         36.74亿
3.55,10.17,化纤,江苏,         64.54亿
0.24,10.17,百货,吉林,         26.38亿
0.16,10.17,百货,北京,         40.34亿
0.3,10.16,商贸代理,江苏,         64.66亿
1.8,10.15,染料涂料,浙江,         27.27亿
0.51,10.14,建筑工程,上海,        187.70亿
0,10.13,出版业,广东,         81.47亿
1.38,10.11,化工原料,内蒙,         78.74亿
0.52,10.09,银行,山东,         26.20亿
1.75,10.06,农药化肥,江苏,         27.63亿
1.81,10.05,火力发电,广东,         46.31亿
0.51,10.04,汽车整车,上海,       2740.12亿
0,9.99,区域地产,浙江,         51.87亿
1.04,9.98,纺织,安徽,         36.79亿
1.33,9.95,化工原料,内蒙,        257.36亿
0.06,9.94,银行,深圳,       3130.15亿
1.07,9.91,百货,重庆,        119.49亿
0.22,9.89,纺织,山东,         50.67亿
2.12,9.86,港口,深圳,         78.51亿
1.04,9.86,多元金融,湖南,         47.82亿
2.42,9.85,全国地产,上海,         75.21亿
1.18,9.83,出版业,山东,         29.24亿
-0.2,9.81,工程机械,江苏,        352.50亿
1.45,9.8,商贸代理,广东,         42.42亿
2.08,9.79,化工原料,河南,        269.01亿
-0.64,9.79,服饰,江苏,        341.67亿
1.21,9.77,建筑工程,北京,         52.77亿
0.47,9.76,建筑工程,北京,        318.18亿
0.44,9.71,水泥,广东,        132.94亿
1.15,9.71,小金属,内蒙,         54.04亿
0.98,9.69,纺织,江苏,         30.02亿
0.35,9.69,其他建材,福建,         30.73亿
1.59,9.69,化工原料,上海,         52.71亿
1.56,9.69,汽车配件,山东,         98.24亿
1.74,9.68,新型电力,重庆,         71.50亿
0.25,9.67,石油贸易,江苏,        120.97亿
1.41,9.64,其他建材,山东,         44.58亿
1.16,9.62,区域地产,浙江,         79.54亿
2.16,9.62,水力发电,广东,         61.33亿
1.44,9.61,百货,江苏,         31.14亿
1.86,9.56,医药商业,福建,         24.31亿
0.75,9.53,百货,新疆,         16.62亿
1.04,9.52,建筑工程,安徽,         35.43亿
0.65,9.51,造纸,山东,         77.19亿
-1.36,9.46,百货,北京,         78.26亿
2.87,9.45,全国地产,陕西,         30.94亿
1.5,9.42,特种钢,山西,        231.83亿
0,9.37,钢加工,河北,        160.37亿
3.94,9.37,家用电器,浙江,         65.20亿
0.33,9.36,路桥,福建,         82.88亿
0.81,9.35,摩托车,重庆,         76.60亿
1.62,9.29,汽车配件,四川,         71.32亿
0,9.29,铝,浙江,         14.02亿
1.13,9.22,装修装饰,江苏,        207.62亿
0.71,9.22,电器仪表,浙江,         98.59亿
1.69,9.16,路桥,深圳,        172.57亿
0.37,9.14,区域地产,吉林,         65.43亿
-0.59,9.13,银行,深圳,       7690.47亿
-1.47,9.13,汽车服务,辽宁,        271.70亿
1.19,9.08,港口,河北,        142.69亿
-1.3,9.06,保险,深圳,       9277.09亿
1.96,9.05,钢加工,江苏,         14.93亿
1.51,9.03,化工原料,内蒙,         35.26亿
1.12,9.01,水泥,福建,         30.97亿
1.52,8.99,电器仪表,江苏,         81.85亿
0.87,8.96,农药化肥,河北,        128.47亿
1.72,8.95,塑料,广东,         37.52亿
1.06,8.94,化工原料,山东,         34.71亿
1.25,8.91,全国地产,浙江,         20.58亿
5.85,8.86,塑料,福建,         34.55亿
1.6,8.82,焦炭加工,山西,         45.85亿
1.4,8.73,染料涂料,浙江,        102.17亿
1.15,8.7,出版业,湖北,         74.51亿
0.57,8.69,建筑工程,上海,        300.44亿
1.45,8.66,化纤,河南,         44.27亿
-0.34,8.65,路桥,安徽,         68.54亿
1.18,8.64,染料涂料,浙江,        447.01亿
2.6,8.6,全国地产,深圳,        128.96亿
0,8.59,造纸,安徽,        151.75亿
0.15,8.54,保险,北京,        990.17亿
2.82,8.53,小金属,江苏,         44.58亿
-0.1,8.51,特种钢,江西,        138.83亿
-0.29,8.46,服饰,浙江,        346.97亿
0.58,8.38,农业综合,山东,         56.57亿
0.82,8.38,路桥,山东,        237.19亿
1.17,8.37,农业综合,山东,        101.70亿
0.3,8.36,工程机械,广西,         97.41亿
0.77,8.34,商贸代理,浙江,        224.38亿
0.21,8.34,煤炭开采,北京,        442.04亿
0.59,8.32,路桥,湖北,         51.71亿
-0.47,8.3,汽车配件,江苏,        158.51亿
1.55,8.3,半导体,河南,         26.25亿
0.4,8.3,银行,江苏,         69.20亿
-0.34,8.27,百货,湖北,         90.06亿
0.74,8.27,家用电器,广东,         98.51亿
0.89,8.24,建筑工程,北京,       1064.30亿
1.39,8.21,钢加工,江苏,         34.86亿
0.97,8.19,建筑工程,北京,        462.49亿
0.14,8.16,水泥,安徽,       1956.65亿
2.82,8.14,多元金融,新疆,        129.48亿
1.46,8.14,仓储物流,福建,         89.75亿
-0.21,8.12,农业综合,福建,        262.51亿
0.23,8.1,全国地产,深圳,        585.54亿
1.97,8.06,日用化工,山东,         29.34亿
-0.4,8.06,全国地产,浙江,         35.06亿
0.75,8,煤炭开采,北京,         64.20亿
-1.03,7.95,煤炭开采,贵州,         95.00亿
0.47,7.92,煤炭开采,山西,         71.47亿
0.79,7.9,路桥,四川,         83.27亿
1.12,7.88,铝,山东,         33.54亿
1.08,7.83,火力发电,湖北,         51.65亿
0.74,7.83,银行,江苏,         91.97亿
1.52,7.8,石油加工,辽宁,         95.97亿
0.48,7.8,普钢,甘肃,        130.28亿
2.61,7.79,化纤,浙江,        254.64亿
1.42,7.76,造纸,山东,         49.97亿
1.12,7.76,全国地产,江苏,         66.28亿
2.93,7.76,汽车配件,河南,         93.88亿
1.29,7.73,其他商业,上海,         43.46亿
1.69,7.7,全国地产,深圳,         62.10亿
0.79,7.68,煤炭开采,河南,         90.90亿
2.72,7.65,区域地产,广东,         64.91亿
0.37,7.64,路桥,广东,         84.93亿
0.17,7.58,煤炭开采,山西,        182.45亿
4.16,7.58,区域地产,广东,        174.09亿
0.96,7.55,旅游景点,深圳,        516.43亿
-1.32,7.55,区域地产,重庆,        393.54亿
0.49,7.54,全国地产,上海,        155.30亿
0.85,7.48,水力发电,甘肃,         48.67亿
0.22,7.46,煤炭开采,上海,         66.42亿
0.46,7.46,建筑工程,江苏,        114.47亿
1.45,7.44,煤炭开采,山西,        209.70亿
0.87,7.38,批发业,浙江,         37.79亿
0.25,7.33,铁路,山西,       1181.91亿
0.48,7.26,煤炭开采,山西,         71.63亿
-0.69,7.21,煤炭开采,安徽,         69.12亿
0,7.2,普钢,广西,        142.49亿
1.22,7.19,水泥,新疆,         94.96亿
0.39,7.18,水力发电,云南,         36.61亿
2.98,7.17,百货,江苏,         97.01亿
0.28,7.16,铝,河南,         62.29亿
0.41,7.15,水泥,湖北,        300.16亿
0.61,7.15,水泥,北京,        276.69亿
0,7.13,公路,河南,         52.86亿
0.49,7.13,路桥,江西,         95.75亿
0.12,7.09,煤炭开采,陕西,        859.00亿
6.83,7.02,通信设备,深圳,         68.88亿
0.08,7.01,百货,辽宁,         78.19亿
1.33,7,水泥,江西,         84.84亿
0.64,6.99,煤炭开采,北京,       2867.79亿
1.04,6.93,建筑工程,北京,       1084.67亿
0.81,6.9,家用电器,广东,         15.36亿
1.02,6.9,建筑工程,北京,       1144.57亿
-0.43,6.89,百货,四川,         30.27亿
1.61,6.82,建筑工程,湖北,        291.02亿
1.89,6.74,全国地产,北京,        223.04亿
0.42,6.74,普钢,广东,        115.90亿
-0.18,6.71,银行,北京,        165.95亿
1.22,6.64,银行,浙江,        402.32亿
0.48,6.61,水泥,甘肃,        135.79亿
-0.43,6.51,银行,浙江,         94.90亿
0,6.49,银行,重庆,         72.29亿
0.48,6.47,化学制药,福建,         40.27亿
0.51,6.41,区域地产,河北,        823.46亿
0.87,6.39,区域地产,北京,        153.07亿
0.51,6.36,区域地产,北京,        201.46亿
1.23,6.29,石油贸易,浙江,         31.89亿
3.79,6.28,影视音像,湖北,         54.63亿
1.87,6.25,水泥,河北,        205.85亿
0.74,6.24,建筑工程,浙江,         43.81亿
0.29,6.23,区域地产,四川,        210.39亿
1.15,6.23,煤炭开采,河北,         65.31亿
-0.43,6.19,全国地产,河北,        360.93亿
1.47,6.18,水泥,甘肃,         85.77亿
1.27,6.18,区域地产,北京,         84.85亿
3.17,6.17,工程机械,浙江,         41.66亿
-0.69,6.14,银行,北京,      15583.59亿
2.69,6.1,水泥,浙江,         49.96亿
0.61,6.09,煤炭开采,内蒙,        135.49亿
-0.54,6.04,银行,上海,       1230.69亿
1.1,5.96,水泥,宁夏,         48.34亿
-0.69,5.95,银行,北京,        685.95亿
0.57,5.94,煤炭开采,山西,        126.50亿
0.96,5.92,园区开发,江苏,        117.42亿
0.24,5.9,路桥,湖南,         64.63亿
0.9,5.9,电器连锁,江苏,        781.41亿
0,5.87,银行,四川,        164.37亿
1.59,5.84,普钢,福建,        197.66亿
2.97,5.81,化学制药,浙江,         97.23亿
0,5.69,银行,北京,        964.27亿
0.66,5.68,银行,河南,         68.81亿
1.85,5.62,全国地产,深圳,         69.13亿
2.34,5.62,农业综合,山东,         64.01亿
4.02,5.6,路桥,河南,         98.88亿
0.15,5.57,银行,福建,       3741.88亿
0.19,5.55,建筑工程,北京,       2176.36亿
0.08,5.52,银行,上海,       3408.99亿
1.48,5.52,银行,湖南,         88.88亿
0,5.51,银行,北京,       1952.60亿
2.91,5.5,煤炭开采,安徽,         52.84亿
-0.45,5.5,银行,北京,       1747.68亿
-0.35,5.46,银行,江苏,        720.14亿
2.25,5.4,装修装饰,北京,         26.00亿
0.84,5.35,银行,贵州,        293.17亿
0.97,5.34,商贸代理,福建,        134.69亿
4.7,5.3,区域地产,福建,        149.66亿
-0.55,5.29,银行,北京,      10703.61亿
0.74,5.27,全国地产,上海,        829.87亿
0.42,5.23,银行,江苏,        818.93亿
2.23,5.22,医疗保健,山东,         55.48亿
1.25,5.18,区域地产,江苏,         34.13亿
-0.18,5.13,银行,上海,       2174.50亿
0,5.05,银行,北京,       7692.94亿
0.53,5.02,煤炭开采,山东,        281.48亿
-0.36,4.92,银行,北京,       1023.71亿
-0.29,4.8,普钢,江苏,        151.90亿
0.55,4.77,中成药,河南,         20.51亿
0.2,4.54,普钢,江西,        160.07亿
-0.32,4.51,银行,北京,       2216.38亿
0.67,4.42,路桥,广西,         50.43亿
1.07,4.39,普钢,湖南,        198.83亿
2.36,4.18,区域地产,天津,         37.79亿
1.8,3.41,煤炭开采,安徽,         88.08亿
1.23,2.79,煤炭开采,河南,         93.88亿
0.42,2.59,影视音像,浙江,         41.58亿
